"Notes"	"State"	"State Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"Massachusetts"	"25"	"2010"	"2010"	455	6547629	6.9
	"Massachusetts"	"25"	"2011"	"2011"	500	6587536	7.6
	"Massachusetts"	"25"	"2012"	"2012"	543	6646144	8.2
	"Massachusetts"	"25"	"2013"	"2013"	673	6692824	10.1
	"Massachusetts"	"25"	"2014"	"2014"	867	6745408	12.9
	"Massachusetts"	"25"	"2015"	"2015"	1266	6794422	18.6
	"Massachusetts"	"25"	"2016"	"2016"	1586	6811779	23.3
	"Massachusetts"	"25"	"2017"	"2017"	1434	6859819	20.9
	"Massachusetts"	"25"	"2018"	"2018"	1370	6902149	19.8
	"Michigan"	"26"	"1999"	"1999"	107	9897116	1.1
	"Michigan"	"26"	"2000"	"2000"	144	9938444	1.4
	"Michigan"	"26"	"2001"	"2001"	150	9991120	1.5
	"Michigan"	"26"	"2002"	"2002"	154	10015710	1.5
	"Michigan"	"26"	"2003"	"2003"	181	10041152	1.8
	"Michigan"	"26"	"2004"	"2004"	233	10055315	2.3
	"Michigan"	"26"	"2005"	"2005"	356	10051137	3.5
	"Michigan"	"26"	"2006"	"2006"	450	10036081	4.5
	"Michigan"	"26"	"2007"	"2007"	410	10001284	4.1
	"Michigan"	"26"	"2008"	"2008"	443	9946889	4.5
	"Michigan"	"26"	"2009"	"2009"	541	9901591	5.5
	"Michigan"	"26"	"2010"	"2010"	472	9883640	4.8
	"Michigan"	"26"	"2011"	"2011"	473	9876187	4.8
	"Michigan"	"26"	"2012"	"2012"	430	9883360	4.4
	"Michigan"	"26"	"2013"	"2013"	592	9895622	6.0
	"Michigan"	"26"	"2014"	"2014"	662	9909877	6.7
	"Michigan"	"26"	"2015"	"2015"	821	9922576	8.3
	"Michigan"	"26"	"2016"	"2016"	1174	9928300	11.8
	"Michigan"	"26"	"2017"	"2017"	1426	9962311	14.3
	"Michigan"	"26"	"2018"	"2018"	1527	9995915	15.3
	"Minnesota"	"27"	"1999"	"1999"	47	4873481	1.0
	"Minnesota"	"27"	"2000"	"2000"	43	4919479	0.9
	"Minnesota"	"27"	"2001"	"2001"	64	4982796	1.3
	"Minnesota"	"27"	"2002"	"2002"	82	5018935	1.6
	"Minnesota"	"27"	"2003"	"2003"	85	5053572	1.7
	"Minnesota"	"27"	"2004"	"2004"	105	5087713	2.1
	"Minnesota"	"27"	"2005"	"2005"	100	5119598	2.0
	"Minnesota"	"27"	"2006"	"2006"	110	5163555	2.1
	"Minnesota"	"27"	"2007"	"2007"	142	5207203	2.7
	"Minnesota"	"27"	"2008"	"2008"	149	5247018	2.8
	"Minnesota"	"27"	"2009"	"2009"	173	5281203	3.3
	"Minnesota"	"27"	"2010"	"2010"	165	5303925	3.1
	"Minnesota"	"27"	"2011"	"2011"	216	5344861	4.0
	"Minnesota"	"27"	"2012"	"2012"	205	5379139	3.8
	"Minnesota"	"27"	"2013"	"2013"	209	5420380	3.9
	"Minnesota"	"27"	"2014"	"2014"	220	5457173	4.0
	"Minnesota"	"27"	"2015"	"2015"	214	5489594	3.9
	"Minnesota"	"27"	"2016"	"2016"	239	5519952	4.3
	"Minnesota"	"27"	"2017"	"2017"	272	5576606	4.9
	"Minnesota"	"27"	"2018"	"2018"	211	5611179	3.8
	"Mississippi"	"28"	"1999"	"1999"	13	2828408	Unreliable
	"Mississippi"	"28"	"2000"	"2000"	13	2844658	Unreliable
	"Mississippi"	"28"	"2001"	"2001"	24	2852994	0.8
	"Mississippi"	"28"	"2002"	"2002"	26	2858681	0.9
	"Mississippi"	"28"	"2003"	"2003"	33	2868312	1.2
	"Mississippi"	"28"	"2004"	"2004"	31	2889010	1.1
	"Mississippi"	"28"	"2005"	"2005"	29	2905943	1.0
	"Mississippi"	"28"	"2006"	"2006"	60	2904978	2.1
	"Mississippi"	"28"	"2007"	"2007"	71	2928350	2.4
	"Mississippi"	"28"	"2008"	"2008"	62	2947806	2.1
	"Mississippi"	"28"	"2009"	"2009"	64	2958774	2.2
	"Mississippi"	"28"	"2010"	"2010"	56	2967297	1.9
	"Mississippi"	"28"	"2011"	"2011"	40	2978512	1.3
	"Mississippi"	"28"	"2012"	"2012"	59	2984926	2.0
	"Mississippi"	"28"	"2013"	"2013"	54	2991207	1.8
	"Mississippi"	"28"	"2014"	"2014"	78	2994079	2.6
	"Mississippi"	"28"	"2015"	"2015"	88	2992333	2.9
	"Mississippi"	"28"	"2016"	"2016"	97	2988726	3.2
	"Mississippi"	"28"	"2017"	"2017"	95	2984100	3.2
	"Mississippi"	"28"	"2018"	"2018"	78	2986530	2.6
	"Missouri"	"29"	"1999"	"1999"	96	5561948	1.7
	"Missouri"	"29"	"2000"	"2000"	102	5595211	1.8
	"Missouri"	"29"	"2001"	"2001"	89	5641142	1.6
	"Missouri"	"29"	"2002"	"2002"	144	5674825	2.5
	"Missouri"	"29"	"2003"	"2003"	205	5709403	3.6
	"Missouri"	"29"	"2004"	"2004"	213	5747741	3.7
	"Missouri"	"29"	"2005"	"2005"	242	5790300	4.2
	"Missouri"	"29"	"2006"	"2006"	329	5842704	5.6
	"Missouri"	"29"	"2007"	"2007"	301	5887612	5.1
	"Missouri"	"29"	"2008"	"2008"	337	5923916	5.7
	"Missouri"	"29"	"2009"	"2009"	370	5961088	6.2
	"Missouri"	"29"	"2010"	"2010"	429	5988927	7.2
	"Missouri"	"29"	"2011"	"2011"	449	6010688	7.5
	"Missouri"	"29"	"2012"	"2012"	401	6021988	6.7
	"Missouri"	"29"	"2013"	"2013"	458	6044171	7.6
	"Missouri"	"29"	"2014"	"2014"	523	6063589	8.6
	"Missouri"	"29"	"2015"	"2015"	487	6083672	8.0
	"Missouri"	"29"	"2016"	"2016"	728	6093000	11.9
	"Missouri"	"29"	"2017"	"2017"	725	6113532	11.9
	"Missouri"	"29"	"2018"	"2018"	832	6126452	13.6
	"Montana"	"30"	"1999"	"1999"	Suppressed	897507	Suppressed
	"Montana"	"30"	"2000"	"2000"	Suppressed	902195	Suppressed
	"Montana"	"30"	"2001"	"2001"	13	906961	Unreliable
	"Montana"	"30"	"2002"	"2002"	12	911667	Unreliable
	"Montana"	"30"	"2003"	"2003"	20	919630	2.2
	"Montana"	"30"	"2004"	"2004"	27	930009	2.9
	"Montana"	"30"	"2005"	"2005"	29	940102	3.1
	"Montana"	"30"	"2006"	"2006"	29	952692	3.0
	"Montana"	"30"	"2007"	"2007"	37	964706	3.8
	"Montana"	"30"	"2008"	"2008"	50	976415	5.1
	"Montana"	"30"	"2009"	"2009"	63	983982	6.4
	"Montana"	"30"	"2010"	"2010"	29	989415	2.9
	"Montana"	"30"	"2011"	"2011"	36	998199	3.6
	"Montana"	"30"	"2012"	"2012"	27	1005141	2.7
	"Montana"	"30"	"2013"	"2013"	40	1015165	3.9
	"Montana"	"30"	"2014"	"2014"	30	1023579	2.9
	"Montana"	"30"	"2015"	"2015"	23	1032949	2.2
	"Montana"	"30"	"2016"	"2016"	27	1042520	2.6
	"Montana"	"30"	"2017"	"2017"	23	1050493	2.2
	"Montana"	"30"	"2018"	"2018"	24	1062305	2.3
	"Nebraska"	"31"	"1999"	"1999"	Suppressed	1704764	Suppressed
	"Nebraska"	"31"	"2000"	"2000"	10	1711263	Unreliable
	"Nebraska"	"31"	"2001"	"2001"	15	1719836	Unreliable
	"Nebraska"	"31"	"2002"	"2002"	12	1728292	Unreliable
	"Nebraska"	"31"	"2003"	"2003"	Suppressed	1738643	Suppressed
	"Nebraska"	"31"	"2004"	"2004"	13	1749370	Unreliable
	"Nebraska"	"31"	"2005"	"2005"	14	1761497	Unreliable
	"Nebraska"	"31"	"2006"	"2006"	24	1772693	1.4
	"Nebraska"	"31"	"2007"	"2007"	21	1783440	1.2
	"Nebraska"	"31"	"2008"	"2008"	22	1796378	1.2
	"Nebraska"	"31"	"2009"	"2009"	35	1812683	1.9
	"Nebraska"	"31"	"2010"	"2010"	25	1826341	1.4
	"Nebraska"	"31"	"2011"	"2011"	24	1842641	1.3
	"Nebraska"	"31"	"2012"	"2012"	31	1855525	1.7
	"Nebraska"	"31"	"2013"	"2013"	16	1868516	Unreliable
	"Nebraska"	"31"	"2014"	"2014"	20	1881503	1.1
	"Nebraska"	"31"	"2015"	"2015"	21	1896190	1.1
	"Nebraska"	"31"	"2016"	"2016"	14	1907116	Unreliable
	"Nebraska"	"31"	"2017"	"2017"	17	1920076	Unreliable
	"Nebraska"	"31"	"2018"	"2018"	22	1929268	1.1
	"Nevada"	"32"	"1999"	"1999"	80	1934718	4.1
	"Nevada"	"32"	"2000"	"2000"	95	1998257	4.8
	"Nevada"	"32"	"2001"	"2001"	105	2098399	5.0
	"Nevada"	"32"	"2002"	"2002"	124	2173791	5.7
	"Nevada"	"32"	"2003"	"2003"	167	2248850	7.4
	"Nevada"	"32"	"2004"	"2004"	172	2346222	7.3
	"Nevada"	"32"	"2005"	"2005"	193	2432143	7.9
	"Nevada"	"32"	"2006"	"2006"	194	2522658	7.7
	"Nevada"	"32"	"2007"	"2007"	234	2601072	9.0
	"Nevada"	"32"	"2008"	"2008"	241	2653630	9.1
	"Nevada"	"32"	"2009"	"2009"	230	2684665	8.6
	"Nevada"	"32"	"2010"	"2010"	195	2700551	7.2
	"Nevada"	"32"	"2011"	"2011"	203	2723322	7.5
	"Nevada"	"32"	"2012"	"2012"	193	2758931	7.0
	"Nevada"	"32"	"2013"	"2013"	194	2790136	7.0
	"Nevada"	"32"	"2014"	"2014"	148	2839099	5.2
	"Nevada"	"32"	"2015"	"2015"	176	2890845	6.1
	"Nevada"	"32"	"2016"	"2016"	142	2940058	4.8
	"Nevada"	"32"	"2017"	"2017"	144	2998039	4.8
	"Nevada"	"32"	"2018"	"2018"	123	3034392	4.1
	"New Hampshire"	"33"	"1999"	"1999"	17	1222014	Unreliable
	"New Hampshire"	"33"	"2000"	"2000"	16	1235786	Unreliable
	"New Hampshire"	"33"	"2001"	"2001"	21	1255517	1.7
	"New Hampshire"	"33"	"2002"	"2002"	44	1269089	3.5
	"New Hampshire"	"33"	"2003"	"2003"	56	1279840	4.4
	"New Hampshire"	"33"	"2004"	"2004"	66	1290121	5.1
	"New Hampshire"	"33"	"2005"	"2005"	73	1298492	5.6
	"New Hampshire"	"33"	"2006"	"2006"	72	1308389	5.5
	"New Hampshire"	"33"	"2007"	"2007"	95	1312540	7.2
	"New Hampshire"	"33"	"2008"	"2008"	51	1315906	3.9
	"New Hampshire"	"33"	"2009"	"2009"	77	1316102	5.9
	"New Hampshire"	"33"	"2010"	"2010"	69	1316470	5.2
	"New Hampshire"	"33"	"2011"	"2011"	84	1318194	6.4
	"New Hampshire"	"33"	"2012"	"2012"	87	1320718	6.6
	"New Hampshire"	"33"	"2013"	"2013"	113	1323459	8.5
	"New Hampshire"	"33"	"2014"	"2014"	239	1326813	18.0
	"New Hampshire"	"33"	"2015"	"2015"	329	1330608	24.7
	"New Hampshire"	"33"	"2016"	"2016"	371	1334795	27.8
	"New Hampshire"	"33"	"2017"	"2017"	356	1342795	26.5
	"New Hampshire"	"33"	"2018"	"2018"	321	1356458	23.7
	"New Jersey"	"34"	"1999"	"1999"	254	8359592	3.0
	"New Jersey"	"34"	"2000"	"2000"	289	8414350	3.4
	"New Jersey"	"34"	"2001"	"2001"	304	8492671	3.6
	"New Jersey"	"34"	"2002"	"2002"	385	8552643	4.5
	"New Jersey"	"34"	"2003"	"2003"	363	8601402	4.2
	"New Jersey"	"34"	"2004"	"2004"	266	8634561	3.1
	"New Jersey"	"34"	"2005"	"2005"	386	8651974	4.5
	"New Jersey"	"34"	"2006"	"2006"	304	8661679	3.5
	"New Jersey"	"34"	"2007"	"2007"	277	8677885	3.2
	"New Jersey"	"34"	"2008"	"2008"	260	8711090	3.0
	"New Jersey"	"34"	"2009"	"2009"	44	8755602	0.5
	"New Jersey"	"34"	"2010"	"2010"	254	8791894	2.9
	"New Jersey"	"34"	"2011"	"2011"	293	8821155	3.3
	"New Jersey"	"34"	"2012"	"2012"	412	8864590	4.6
	"New Jersey"	"34"	"2013"	"2013"	462	8899339	5.2
	"New Jersey"	"34"	"2014"	"2014"	465	8938175	5.2
	"New Jersey"	"34"	"2015"	"2015"	607	8958013	6.8
	"New Jersey"	"34"	"2016"	"2016"	956	8944469	10.7
	"New Jersey"	"34"	"2017"	"2017"	1426	9005644	15.8
	"New Jersey"	"34"	"2018"	"2018"	1935	8908520	21.7
	"New Mexico"	"35"	"1999"	"1999"	142	1808082	7.9
	"New Mexico"	"35"	"2000"	"2000"	133	1819046	7.3
	"New Mexico"	"35"	"2001"	"2001"	125	1831690	6.8
	"New Mexico"	"35"	"2002"	"2002"	172	1855309	9.3
	"New Mexico"	"35"	"2003"	"2003"	207	1877574	11.0
	"New Mexico"	"35"	"2004"	"2004"	167	1903808	8.8
	"New Mexico"	"35"	"2005"	"2005"	183	1932274	9.5
	"New Mexico"	"35"	"2006"	"2006"	188	1962137	9.6
	"New Mexico"	"35"	"2007"	"2007"	193	1990070	9.7
	"New Mexico"	"35"	"2008"	"2008"	212	2010662	10.5
	"New Mexico"	"35"	"2009"	"2009"	142	2036802	7.0
	"New Mexico"	"35"	"2010"	"2010"	143	2059179	6.9
	"New Mexico"	"35"	"2011"	"2011"	139	2082224	6.7
	"New Mexico"	"35"	"2012"	"2012"	153	2085538	7.3
	"New Mexico"	"35"	"2013"	"2013"	151	2085287	7.2
	"New Mexico"	"35"	"2014"	"2014"	184	2085572	8.8
	"New Mexico"	"35"	"2015"	"2015"	155	2085109	7.4
	"New Mexico"	"35"	"2016"	"2016"	155	2081015	7.4
	"New Mexico"	"35"	"2017"	"2017"	123	2088070	5.9
	"New Mexico"	"35"	"2018"	"2018"	127	2095428	6.1
	"New York"	"36"	"1999"	"1999"	612	18882725	3.2
	"New York"	"36"	"2000"	"2000"	463	18976457	2.4
	"New York"	"36"	"2001"	"2001"	578	19082838	3.0
	"New York"	"36"	"2002"	"2002"	506	19137800	2.6
	"New York"	"36"	"2003"	"2003"	504	19175939	2.6
	"New York"	"36"	"2004"	"2004"	446	19171567	2.3
	"New York"	"36"	"2005"	"2005"	460	19132610	2.4
	"New York"	"36"	"2006"	"2006"	815	19104631	4.3
	"New York"	"36"	"2007"	"2007"	727	19132335	3.8
	"New York"	"36"	"2008"	"2008"	706	19212436	3.7
	"New York"	"36"	"2009"	"2009"	626	19307066	3.2
	"New York"	"36"	"2010"	"2010"	558	19378102	2.9
	"New York"	"36"	"2011"	"2011"	758	19465197	3.9
	"New York"	"36"	"2012"	"2012"	851	19570261	4.3
	"New York"	"36"	"2013"	"2013"	1065	19651127	5.4
	"New York"	"36"	"2014"	"2014"	999	19746227	5.1
	"New York"	"36"	"2015"	"2015"	1249	19795791	6.3
	"New York"	"36"	"2016"	"2016"	1829	19745289	9.3
	"New York"	"36"	"2017"	"2017"	2037	19849399	10.3
	"New York"	"36"	"2018"	"2018"	1885	19542209	9.6
	"North Carolina"	"37"	"1999"	"1999"	150	7949361	1.9
	"North Carolina"	"37"	"2000"	"2000"	243	8049313	3.0
	"North Carolina"	"37"	"2001"	"2001"	299	8210122	3.6
	"North Carolina"	"37"	"2002"	"2002"	396	8326201	4.8
	"North Carolina"	"37"	"2003"	"2003"	514	8422501	6.1
	"North Carolina"	"37"	"2004"	"2004"	558	8553152	6.5
	"North Carolina"	"37"	"2005"	"2005"	687	8705407	7.9
	"North Carolina"	"37"	"2006"	"2006"	731	8917270	8.2
	"North Carolina"	"37"	"2007"	"2007"	695	9118037	7.6
	"North Carolina"	"37"	"2008"	"2008"	735	9309449	7.9
	"North Carolina"	"37"	"2009"	"2009"	734	9449566	7.8
	"North Carolina"	"37"	"2010"	"2010"	623	9535483	6.5
	"North Carolina"	"37"	"2011"	"2011"	669	9656401	6.9
	"North Carolina"	"37"	"2012"	"2012"	682	9752073	7.0
	"North Carolina"	"37"	"2013"	"2013"	683	9848060	6.9
	"North Carolina"	"37"	"2014"	"2014"	648	9943964	6.5
	"North Carolina"	"37"	"2015"	"2015"	669	10042802	6.7
	"North Carolina"	"37"	"2016"	"2016"	898	10146788	8.9
	"North Carolina"	"37"	"2017"	"2017"	1192	10273419	11.6
	"North Carolina"	"37"	"2018"	"2018"	1071	10383620	10.3
	"North Dakota"	"38"	"1999"	"1999"	Suppressed	644259	Suppressed
	"North Dakota"	"38"	"2000"	"2000"	Suppressed	642200	Suppressed
	"North Dakota"	"38"	"2001"	"2001"	Suppressed	639062	Suppressed
	"North Dakota"	"38"	"2002"	"2002"	Suppressed	638168	Suppressed
	"North Dakota"	"38"	"2003"	"2003"	Suppressed	638817	Suppressed
	"North Dakota"	"38"	"2004"	"2004"	Suppressed	644705	Suppressed
	"North Dakota"	"38"	"2005"	"2005"	Suppressed	646089	Suppressed
	"North Dakota"	"38"	"2006"	"2006"	Suppressed	649422	Suppressed
	"North Dakota"	"38"	"2007"	"2007"	Suppressed	652822	Suppressed
	"North Dakota"	"38"	"2008"	"2008"	12	657569	Unreliable
	"North Dakota"	"38"	"2009"	"2009"	Suppressed	664968	Suppressed
	"North Dakota"	"38"	"2010"	"2010"	Suppressed	672591	Suppressed
	"North Dakota"	"38"	"2011"	"2011"	Suppressed	683932	Suppressed
	"North Dakota"	"38"	"2012"	"2012"	Suppressed	699628	Suppressed
	"North Dakota"	"38"	"2013"	"2013"	Suppressed	723393	Suppressed
	"North Dakota"	"38"	"2014"	"2014"	11	739482	Unreliable
	"North Dakota"	"38"	"2015"	"2015"	13	756927	Unreliable
	"North Dakota"	"38"	"2016"	"2016"	29	757952	3.8
	"North Dakota"	"38"	"2017"	"2017"	17	755393	Unreliable
	"North Dakota"	"38"	"2018"	"2018"	23	760077	3.0
	"Ohio"	"39"	"1999"	"1999"	151	11335454	1.3
	"Ohio"	"39"	"2000"	"2000"	194	11353140	1.7
	"Ohio"	"39"	"2001"	"2001"	247	11387404	2.2
	"Ohio"	"39"	"2002"	"2002"	322	11407889	2.8
	"Ohio"	"39"	"2003"	"2003"	302	11434788	2.6
	"Ohio"	"39"	"2004"	"2004"	444	11452251	3.9
	"Ohio"	"39"	"2005"	"2005"	490	11463320	4.3
	"Ohio"	"39"	"2006"	"2006"	579	11481213	5.0
	"Ohio"	"39"	"2007"	"2007"	619	11500468	5.4
	"Ohio"	"39"	"2008"	"2008"	630	11515391	5.5
	"Ohio"	"39"	"2009"	"2009"	428	11528896	3.7
	"Ohio"	"39"	"2010"	"2010"	660	11536504	5.7
	"Ohio"	"39"	"2011"	"2011"	732	11544951	6.3
	"Ohio"	"39"	"2012"	"2012"	893	11544225	7.7
	"Ohio"	"39"	"2013"	"2013"	1119	11570808	9.7
	"Ohio"	"39"	"2014"	"2014"	1470	11594163	12.7
	"Ohio"	"39"	"2015"	"2015"	1967	11613423	16.9
	"Ohio"	"39"	"2016"	"2016"	2685	11614373	23.1
	"Ohio"	"39"	"2017"	"2017"	3025	11658609	25.9
	"Ohio"	"39"	"2018"	"2018"	2295	11689442	19.6
	"Oklahoma"	"40"	"1999"	"1999"	46	3437147	1.3
	"Oklahoma"	"40"	"2000"	"2000"	63	3450654	1.8
	"Oklahoma"	"40"	"2001"	"2001"	87	3467100	2.5
	"Oklahoma"	"40"	"2002"	"2002"	86	3489080	2.5
	"Oklahoma"	"40"	"2003"	"2003"	158	3504892	4.5
	"Oklahoma"	"40"	"2004"	"2004"	190	3525233	5.4
	"Oklahoma"	"40"	"2005"	"2005"	152	3548597	4.3
	"Oklahoma"	"40"	"2006"	"2006"	198	3594090	5.5
	"Oklahoma"	"40"	"2007"	"2007"	261	3634349	7.2
	"Oklahoma"	"40"	"2008"	"2008"	236	3668976	6.4
	"Oklahoma"	"40"	"2009"	"2009"	257	3717572	6.9
	"Oklahoma"	"40"	"2010"	"2010"	204	3751351	5.4
	"Oklahoma"	"40"	"2011"	"2011"	174	3791508	4.6
	"Oklahoma"	"40"	"2012"	"2012"	252	3814820	6.6
	"Oklahoma"	"40"	"2013"	"2013"	228	3850568	5.9
	"Oklahoma"	"40"	"2014"	"2014"	204	3878051	5.3
	"Oklahoma"	"40"	"2015"	"2015"	201	3911338	5.1
	"Oklahoma"	"40"	"2016"	"2016"	222	3923561	5.7
	"Oklahoma"	"40"	"2017"	"2017"	211	3930864	5.4
	"Oklahoma"	"40"	"2018"	"2018"	160	3943079	4.1
	"Oregon"	"41"	"1999"	"1999"	81	3393941	2.4
	"Oregon"	"41"	"2000"	"2000"	76	3421399	2.2
	"Oregon"	"41"	"2001"	"2001"	82	3467937	2.4
	"Oregon"	"41"	"2002"	"2002"	124	3513424	3.5
	"Oregon"	"41"	"2003"	"2003"	139	3547376	3.9
	"Oregon"	"41"	"2004"	"2004"	144	3569463	4.0
	"Oregon"	"41"	"2005"	"2005"	176	3613202	4.9
	"Oregon"	"41"	"2006"	"2006"	240	3670883	6.5
	"Oregon"	"41"	"2007"	"2007"	267	3722417	7.2
	"Oregon"	"41"	"2008"	"2008"	241	3768748	6.4
	"Oregon"	"41"	"2009"	"2009"	252	3808600	6.6
	"Oregon"	"41"	"2010"	"2010"	207	3831074	5.4
	"Oregon"	"41"	"2011"	"2011"	253	3871859	6.5
	"Oregon"	"41"	"2012"	"2012"	220	3899353	5.6
	"Oregon"	"41"	"2013"	"2013"	181	3930065	4.6
	"Oregon"	"41"	"2014"	"2014"	208	3970239	5.2
	"Oregon"	"41"	"2015"	"2015"	165	4028977	4.1
	"Oregon"	"41"	"2016"	"2016"	185	4093465	4.5
	"Oregon"	"41"	"2017"	"2017"	169	4142776	4.1
	"Oregon"	"41"	"2018"	"2018"	160	4190713	3.8
	"Pennsylvania"	"42"	"1999"	"1999"	202	12263805	1.6
	"Pennsylvania"	"42"	"2000"	"2000"	200	12281054	1.6
	"Pennsylvania"	"42"	"2001"	"2001"	173	12298970	1.4
	"Pennsylvania"	"42"	"2002"	"2002"	269	12331031	2.2
	"Pennsylvania"	"42"	"2003"	"2003"	357	12374658	2.9
	"Pennsylvania"	"42"	"2004"	"2004"	412	12410722	3.3
	"Pennsylvania"	"42"	"2005"	"2005"	415	12449990	3.3
	"Pennsylvania"	"42"	"2006"	"2006"	387	12510809	3.1
	"Pennsylvania"	"42"	"2007"	"2007"	377	12563937	3.0
	"Pennsylvania"	"42"	"2008"	"2008"	498	12612285	3.9
	"Pennsylvania"	"42"	"2009"	"2009"	401	12666858	3.2
	"Pennsylvania"	"42"	"2010"	"2010"	408	12702379	3.2
	"Pennsylvania"	"42"	"2011"	"2011"	514	12742886	4.0
	"Pennsylvania"	"42"	"2012"	"2012"	591	12763536	4.6
	"Pennsylvania"	"42"	"2013"	"2013"	645	12773801	5.0
	"Pennsylvania"	"42"	"2014"	"2014"	782	12787209	6.1
	"Pennsylvania"	"42"	"2015"	"2015"	904	12802503	7.1
	"Pennsylvania"	"42"	"2016"	"2016"	1587	12784227	12.4
	"Pennsylvania"	"42"	"2017"	"2017"	1829	12805537	14.3
	"Pennsylvania"	"42"	"2018"	"2018"	1954	12807060	15.3
	"Rhode Island"	"44"	"1999"	"1999"	Suppressed	1040402	Suppressed
	"Rhode Island"	"44"	"2000"	"2000"	Suppressed	1048319	Suppressed
	"Rhode Island"	"44"	"2001"	"2001"	Suppressed	1057142	Suppressed
	"Rhode Island"	"44"	"2002"	"2002"	Suppressed	1065995	Suppressed
	"Rhode Island"	"44"	"2003"	"2003"	Suppressed	1071342	Suppressed
	"Rhode Island"	"44"	"2004"	"2004"	Suppressed	1074579	Suppressed
	"Rhode Island"	"44"	"2005"	"2005"	15	1067916	Unreliable
	"Rhode Island"	"44"	"2006"	"2006"	80	1063096	7.5
	"Rhode Island"	"44"	"2007"	"2007"	51	1057315	4.8
	"Rhode Island"	"44"	"2008"	"2008"	76	1055003	7.2
	"Rhode Island"	"44"	"2009"	"2009"	63	1053646	6.0
	"Rhode Island"	"44"	"2010"	"2010"	65	1052567	6.2
	"Rhode Island"	"44"	"2011"	"2011"	57	1051302	5.4
	"Rhode Island"	"44"	"2012"	"2012"	88	1050292	8.4
	"Rhode Island"	"44"	"2013"	"2013"	125	1051511	11.9
	"Rhode Island"	"44"	"2014"	"2014"	132	1055173	12.5
	"Rhode Island"	"44"	"2015"	"2015"	168	1056298	15.9
	"Rhode Island"	"44"	"2016"	"2016"	194	1056426	18.4
	"Rhode Island"	"44"	"2017"	"2017"	179	1059639	16.9
	"Rhode Island"	"44"	"2018"	"2018"	203	1057315	19.2
	"South Carolina"	"45"	"1999"	"1999"	56	3974682	1.4
	"South Carolina"	"45"	"2000"	"2000"	89	4012012	2.2
	"South Carolina"	"45"	"2001"	"2001"	92	4064995	2.3
	"South Carolina"	"45"	"2002"	"2002"	76	4107795	1.9
	"South Carolina"	"45"	"2003"	"2003"	112	4150297	2.7
	"South Carolina"	"45"	"2004"	"2004"	127	4210921	3.0
	"South Carolina"	"45"	"2005"	"2005"	144	4270150	3.4
	"South Carolina"	"45"	"2006"	"2006"	183	4357847	4.2
	"South Carolina"	"45"	"2007"	"2007"	161	4444110	3.6
	"South Carolina"	"45"	"2008"	"2008"	143	4528996	3.2
	"South Carolina"	"45"	"2009"	"2009"	158	4589872	3.4
	"South Carolina"	"45"	"2010"	"2010"	187	4625364	4.0
	"South Carolina"	"45"	"2011"	"2011"	151	4679230	3.2
	"South Carolina"	"45"	"2012"	"2012"	154	4723723	3.3
	"South Carolina"	"45"	"2013"	"2013"	168	4774839	3.5
	"South Carolina"	"45"	"2014"	"2014"	192	4832482	4.0
	"South Carolina"	"45"	"2015"	"2015"	246	4896146	5.0
	"South Carolina"	"45"	"2016"	"2016"	323	4961119	6.5
	"South Carolina"	"45"	"2017"	"2017"	421	5024369	8.4
	"South Carolina"	"45"	"2018"	"2018"	470	5084127	9.2
	"South Dakota"	"46"	"1999"	"1999"	Suppressed	750412	Suppressed
	"South Dakota"	"46"	"2000"	"2000"	Suppressed	754844	Suppressed
	"South Dakota"	"46"	"2001"	"2001"	Suppressed	757972	Suppressed
	"South Dakota"	"46"	"2002"	"2002"	Suppressed	760020	Suppressed
	"South Dakota"	"46"	"2003"	"2003"	Suppressed	763729	Suppressed
	"South Dakota"	"46"	"2004"	"2004"	14	770396	Unreliable
	"South Dakota"	"46"	"2005"	"2005"	14	775493	Unreliable
	"South Dakota"	"46"	"2006"	"2006"	15	783033	Unreliable
	"South Dakota"	"46"	"2007"	"2007"	11	791623	Unreliable
	"South Dakota"	"46"	"2008"	"2008"	19	799124	Unreliable
	"South Dakota"	"46"	"2009"	"2009"	19	807067	Unreliable
	"South Dakota"	"46"	"2010"	"2010"	14	814180	Unreliable
	"South Dakota"	"46"	"2011"	"2011"	21	824082	2.5
	"South Dakota"	"46"	"2012"	"2012"	15	833354	Unreliable
	"South Dakota"	"46"	"2013"	"2013"	17	844877	Unreliable
	"South Dakota"	"46"	"2014"	"2014"	19	853175	Unreliable
	"South Dakota"	"46"	"2015"	"2015"	18	858469	Unreliable
	"South Dakota"	"46"	"2016"	"2016"	25	865454	2.9
	"South Dakota"	"46"	"2017"	"2017"	21	869666	2.4
	"South Dakota"	"46"	"2018"	"2018"	23	882235	2.6
	"Tennessee"	"47"	"1999"	"1999"	84	5638706	1.5
	"Tennessee"	"47"	"2000"	"2000"	78	5689283	1.4
	"Tennessee"	"47"	"2001"	"2001"	95	5750789	1.7
	"Tennessee"	"47"	"2002"	"2002"	131	5795918	2.3
	"Tennessee"	"47"	"2003"	"2003"	188	5847812	3.2
	"Tennessee"	"47"	"2004"	"2004"	254	5910809	4.3
	"Tennessee"	"47"	"2005"	"2005"	307	5991057	5.1
	"Tennessee"	"47"	"2006"	"2006"	349	6088766	5.7
	"Tennessee"	"47"	"2007"	"2007"	361	6175727	5.8
	"Tennessee"	"47"	"2008"	"2008"	307	6247411	4.9
